"Action","src1","src2","src3","src4","dst1","dst2","dst3","dst4","port","protocol"
"0","11001011","11011110","11001001","10101011","10101100","10100000","00000010","00111101","0000000000011001","00000110"
"1","10101100","10100000","00000010","10011000","11000000","10101000","00000001","01110111","0000000000010111","00000110"
"0","11000000","10101000","00000001","10011100","11001011","11011110","11001001","01001111","0000000000010111","00000110"
"0","11000000","10101000","00000001","00111001","11001011","11011110","11001001","10011110","0000000000010110","00000110"
"1","11001011","11011110","11001001","01100100","11001011","11011110","11001001","01101101","0000000000011001","00000110"
"0","11001011","11011110","11001001","00010110","10101100","10100000","00000010","10011010","0000000000010101","00000110"
"1","11001011","11011110","11001001","01001111","11001011","11011110","11001001","10011010","0000000000010101","00000110"
"0","11000000","10101000","00000001","01110000","10101100","10100000","00000010","10111010","0000000000010111","00000110"
"0","10101100","10100000","00000010","00011001","11000000","10101000","00000001","01100100","0000000001101110","00010001"
"1","11001011","11011110","11001001","01001010","10101100","10100000","00000010","00011011","0000000000110101","00010001"
"0","11001011","11011110","11001001","11110000","11000000","10101000","00000001","10011010","0000000001010000","00000110"
"1","10101100","10100000","00000010","10010000","10101100","10100000","00000010","10100001","0000000000110101","00010001"
"1","11001011","11011110","11001001","00110101","10101100","10100000","00000010","11010010","0000000000110101","00010001"
"0","11001011","11011110","11001001","11111101","10101100","10100000","00000010","10100010","0000000000010101","00000110"
"0","11001011","11011110","11001001","01101111","10101100","10100000","00000010","10100000","0000000000010101","00000110"
"0","11001011","11011110","11001001","11011100","11000000","10101000","00000001","10111010","0000000000011001","00000110"
"0","11000000","10101000","00000001","00100101","11001011","11011110","11001001","01111000","0000000000110101","00010001"
"0","11001011","11011110","11001001","11011100","10101100","10100000","00000010","01001110","0000000000010111","00000110"
"0","11000000","10101000","00000001","11000110","11001011","11011110","11001001","01001001","0000000001010000","00000110"
"0","11001011","11011110","11001001","00000010","10101100","10100000","00000010","11010100","0000000001010000","00000110"
"0","10101100","10100000","00000010","01111011","11000000","10101000","00000001","11100010","0000000000110101","00010001"
"0","10101100","10100000","00000010","01101000","11001011","11011110","11001001","00100001","0000000000110101","00010001"
"0","11001011","11011110","11001001","00100000","11000000","10101000","00000001","00110010","0000000000010110","00000110"
"1","10101100","10100000","00000010","10100111","10101100","10100000","00000010","11010110","0000000001101110","00010001"
"1","10101100","10100000","00000010","10011000","10101100","10100000","00000010","00100101","0000000000011001","00000110"
"0","11000000","10101000","00000001","11101011","11001011","11011110","11001001","00001011","0000000001010000","00000110"
"0","10101100","10100000","00000010","10011011","11000000","10101000","00000001","00101110","0000000000010101","00000110"
"1","11000000","10101000","00000001","00110011","11000000","10101000","00000001","10001001","0000000000011001","00000110"
"0","10101100","10100000","00000010","01111000","11000000","10101000","00000001","01100101","0000000001010000","00000110"
"0","11000000","10101000","00000001","00001010","11001011","11011110","11001001","01110100","0000000001101110","00010001"
"0","11000000","10101000","00000001","01011101","11001011","11011110","11001001","10110111","0000000000110101","00010001"
"1","11000000","10101000","00000001","01001010","11000000","10101000","00000001","01011110","0000000000010110","00000110"
"0","10101100","10100000","00000010","10111010","11000000","10101000","00000001","01100010","0000000000110101","00010001"
"1","11000000","10101000","00000001","10010100","11001011","11011110","11001001","10111010","0000000000010101","00000110"
"1","11001011","11011110","11001001","11100001","10101100","10100000","00000010","11110000","0000000000110101","00010001"
"0","11000000","10101000","00000001","10100010","10101100","10100000","00000010","01001001","0000000000010101","00000110"
"1","11000000","10101000","00000001","01100011","11000000","10101000","00000001","00000001","0000000001101110","00010001"
"0","10101100","10100000","00000010","01000111","11001011","11011110","11001001","00110010","0000000000010111","00000110"
"0","10101100","10100000","00000010","10001010","11001011","11011110","11001001","11000011","0000000000011001","00000110"
"0","11001011","11011110","11001001","10101111","10101100","10100000","00000010","10100110","0000000001101110","00010001"
"0","11001011","11011110","11001001","10001010","11000000","10101000","00000001","10011000","0000000000011001","00000110"
"0","11001011","11011110","11001001","01101100","11000000","10101000","00000001","00110100","0000000000110101","00010001"
"0","10101100","10100000","00000010","11101001","11000000","10101000","00000001","11110001","0000000000011001","00000110"
"1","10101100","10100000","00000010","00011101","10101100","10100000","00000010","11000101","0000000001010000","00000110"
"1","11001011","11011110","11001001","11001111","10101100","10100000","00000010","00011100","0000000000110101","00010001"
"0","11001011","11011110","11001001","01001010","10101100","10100000","00000010","01000011","0000000000010111","00000110"
"0","11001011","11011110","11001001","01100101","11000000","10101000","00000001","00111111","0000000000110101","00010001"
"0","11001011","11011110","11001001","11011110","11000000","10101000","00000001","00101111","0000000001101110","00010001"
"0","11001011","11011110","11001001","00010100","10101100","10100000","00000010","10100010","0000000001010000","00000110"
"0","10101100","10100000","00000010","10110101","11000000","10101000","00000001","01111101","0000000001010000","00000110"
"0","11001011","11011110","11001001","11111110","10101100","10100000","00000010","10110101","0000000001101110","00010001"
"0","11000000","10101000","00000001","10110101","10101100","10100000","00000010","11010101","0000000000110101","00010001"
"0","10101100","10100000","00000010","11110100","11001011","11011110","11001001","11101100","0000000000010110","00000110"
"1","11001011","11011110","11001001","10010000","11001011","11011110","11001001","00101011","0000000001101110","00010001"
"1","11000000","10101000","00000001","10000111","11000000","10101000","00000001","11110110","0000000000011001","00000110"
"0","10101100","10100000","00000010","10110101","11001011","11011110","11001001","11011001","0000000000110101","00010001"
"0","10101100","10100000","00000010","01011110","11000000","10101000","00000001","01100111","0000000000010110","00000110"
"0","11001011","11011110","11001001","00011110","11000000","10101000","00000001","00101001","0000000000011001","00000110"
"1","11001011","11011110","11001001","01001100","11001011","11011110","11001001","00100110","0000000000011001","00000110"
"0","11000000","10101000","00000001","01101111","10101100","10100000","00000010","01110110","0000000000010101","00000110"
"1","11000000","10101000","00000001","01100001","11000000","10101000","00000001","00000101","0000000000010101","00000110"
"1","11000000","10101000","00000001","00101101","11000000","10101000","00000001","10001000","0000000000010110","00000110"
"0","10101100","10100000","00000010","00001111","11000000","10101000","00000001","00000101","0000000001101110","00010001"
"0","11000000","10101000","00000001","01110010","10101100","10100000","00000010","00100110","0000000000011001","00000110"
"1","11001011","11011110","11001001","11101001","11001011","11011110","11001001","11010101","0000000000110101","00010001"
"0","11000000","10101000","00000001","10100100","11001011","11011110","11001001","00000010","0000000000110101","00010001"
"1","11001011","11011110","11001001","00111100","11001011","11011110","11001001","01100010","0000000001101110","00010001"
"1","11000000","10101000","00000001","00101000","11001011","11011110","11001001","11101100","0000000000011001","00000110"
"0","11001011","11011110","11001001","01011000","11000000","10101000","00000001","11111110","0000000000010110","00000110"
"0","10101100","10100000","00000010","10110001","11001011","11011110","11001001","11110110","0000000001010000","00000110"
"0","11000000","10101000","00000001","11100101","10101100","10100000","00000010","10001010","0000000001010000","00000110"
"1","11001011","11011110","11001001","00010111","11001011","11011110","11001001","10010100","0000000001101110","00010001"
"1","11001011","11011110","11001001","11111100","11001011","11011110","11001001","00100111","0000000000010110","00000110"
"1","10101100","10100000","00000010","10111100","10101100","10100000","00000010","10000100","0000000000110101","00010001"
"0","10101100","10100000","00000010","00101000","11000000","10101000","00000001","00101101","0000000000110101","00010001"
"0","10101100","10100000","00000010","01110100","11001011","11011110","11001001","01011101","0000000000010110","00000110"
"0","10101100","10100000","00000010","01010011","11000000","10101000","00000001","01011111","0000000000011001","00000110"
"0","11000000","10101000","00000001","00110010","10101100","10100000","00000010","01100011","0000000000010101","00000110"
"0","11000000","10101000","00000001","01101011","11001011","11011110","11001001","10101010","0000000000010111","00000110"
"1","11000000","10101000","00000001","01011110","11000000","10101000","00000001","10010101","0000000001101110","00010001"
"0","11000000","10101000","00000001","10110011","10101100","10100000","00000010","01011100","0000000000010111","00000110"
"0","11001011","11011110","11001001","10111101","11000000","10101000","00000001","00010011","0000000001010000","00000110"
"1","10101100","10100000","00000010","01010110","10101100","10100000","00000010","10000110","0000000000010101","00000110"
"0","11000000","10101000","00000001","00010011","10101100","10100000","00000010","00000110","0000000000010101","00000110"
"1","11000000","10101000","00000001","01111000","11000000","10101000","00000001","01110111","0000000000110101","00010001"
"1","10101100","10100000","00000010","10101100","11000000","10101000","00000001","10011001","0000000000010111","00000110"
"1","10101100","10100000","00000010","10001000","10101100","10100000","00000010","00101101","0000000001010000","00000110"
"1","11000000","10101000","00000001","00011111","11001011","11011110","11001001","10000010","0000000000010101","00000110"
"0","11001011","11011110","11001001","01011101","11000000","10101000","00000001","00010111","0000000000110101","00010001"
"1","11000000","10101000","00000001","00000101","11000000","10101000","00000001","10101010","0000000000010111","00000110"
"0","11000000","10101000","00000001","11101101","10101100","10100000","00000010","00000010","0000000000010111","00000110"
"0","11001011","11011110","11001001","00010001","10101100","10100000","00000010","10100010","0000000000010110","00000110"
"1","11001011","11011110","11001001","10001011","11001011","11011110","11001001","11111110","0000000001010000","00000110"
"1","11001011","11011110","11001001","10001001","11001011","11011110","11001001","11001010","0000000000010111","00000110"
"1","11000000","10101000","00000001","10010100","11000000","10101000","00000001","10010100","0000000000010110","00000110"
"0","10101100","10100000","00000010","01001101","11001011","11011110","11001001","11101110","0000000000110101","00010001"
"0","11001011","11011110","11001001","10000001","10101100","10100000","00000010","00000010","0000000000010101","00000110"
"0","10101100","10100000","00000010","11110101","11001011","11011110","11001001","01001110","0000000000010101","00000110"
"0","11000000","10101000","00000001","00110101","10101100","10100000","00000010","00001110","0000000000011001","00000110"
"0","11001011","11011110","11001001","11001101","10101100","10100000","00000010","01110001","0000000001010000","00000110"
"0","10101100","10100000","00000010","10111000","11000000","10101000","00000001","11010101","0000000001101110","00010001"
"1","11001011","11011110","11001001","10100101","11001011","11011110","11001001","10011101","0000000001101110","00010001"
"1","11000000","10101000","00000001","10111101","11000000","10101000","00000001","11110011","0000000000011001","00000110"
"1","11000000","10101000","00000001","11010011","11000000","10101000","00000001","11000101","0000000000010111","00000110"
